PROVINCIA,CANTON,MES,DIA,HORA,CLASE,CAUSA,ZONA,NUM_LESIONADO,NUM_FALLECIDO,TOTAL_VICTIMAS
PICHINCHA,MEJIA,JUNIO,SÁBADO,17:00 A 17:59,CHOQUES,FACTORES CLIMÁTICOS,RURAL,0,0,0
MANABÍ,PORTOVIEJO,JUNIO,SÁBADO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
COTOPAXI,LATACUNGA,JUNIO,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,PLAYAS,JUNIO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
EL ORO,SANTA ROSA,JUNIO,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,DOMINGO,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,MILAGRO,JUNIO,MARTES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,SIMÓN BOLÍVAR,JUNIO,JUEVES,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,DOMINGO,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,LUNES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JUNIO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MANABÍ,FLAVIO ALFARO,JULIO,MIÉRCOLES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
CHIMBORAZO,RIOBAMBA,JULIO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
MANABÍ,SUCRE,JULIO,SÁBADO,17:00 A 17:59,VOLCAMIENTOS,EXCESO VELOCIDAD,RURAL,2,1,3
GUAYAS,YAGUACHI,JULIO,JUEVES,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
LOS RÍOS,VENTANAS,JULIO,JUEVES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,DAULE,JULIO,LUNES,17:00 A 17:59,OTROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JULIO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,SAMBORONDÓN,JULIO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,SANTA LUCIA,JULIO,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,1,0,1
GUAYAS,GUAYAQUIL,JULIO,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
AZUAY,CUENCA,JULIO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
GUAYAS,GUAYAQUIL,JULIO,MIÉRCOLES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,JULIO,SÁBADO,17:00 A 17:59,CAÍDA DE PASAJEROS,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,LUNES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,JULIO,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,RURAL,0,0,0
NAPO,TENA,AGOSTO,SÁBADO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,0,0,0
PICHINCHA,MEJIA,AGOSTO,MIÉRCOLES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
CAÑAR,CAÑAR,AGOSTO,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,3,0,3
LOS RÍOS,BABAHOYO,AGOSTO,SÁBADO,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
CHIMBORAZO,PENÍPE,AGOSTO,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
COTOPAXI,SALCEDO,AGOSTO,MIÉRCOLES,17:00 A 17:59,PÉRDIDA DE PISTA,DAÑOS MECÁNICOS,RURAL,0,0,0
TUNGURAHUA,AMBATO,AGOSTO,SÁBADO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,3,0,3
AZUAY,GIRÓN,AGOSTO,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,NARANJAL,AGOSTO,MIÉRCOLES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
GUAYAS,DURÁN,AGOSTO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,DAULE,AGOSTO,DOMINGO,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GUAYAQUIL,AGOSTO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,NARANJAL,AGOSTO,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
AZUAY,CUENCA,AGOSTO,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,MARTES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,JUEVES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,VIERNES,17:00 A 17:59,ESTRELLAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,AGOSTO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GUAYAQUIL,AGOSTO,VIERNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,AGOSTO,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,AGOSTO,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,AGOSTO,MIÉRCOLES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,GUAYAQUIL,AGOSTO,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
LOJA,LOJA,AGOSTO,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA, , , 
GUAYAS,MILAGRO,SEPTIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,MILAGRO,SEPTIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
LOS RÍOS,VINCES,SEPTIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
AZUAY,CUENCA,SEPTIEMBRE,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
MANABÍ,MANTA,SEPTIEMBRE,VIERNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
MANABÍ,MANTA,SEPTIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,1,0,1
MANABÍ,MANTA,SEPTIEMBRE,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
CHIMBORAZO,GUANO,SEPTIEMBRE,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOJA,SARAGURO,SEPTIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,MEJIA,SEPTIEMBRE,LUNES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
TUNGURAHUA,QUERO,SEPTIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
LOS RÍOS,QUEVEDO,SEPTIEMBRE,VIERNES,17:00 A 17:59,VOLCAMIENTOS,EXCESO VELOCIDAD,URBANA,3,0,3
GUAYAS,GUAYAQUIL,SEPTIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,SEPTIEMBRE,VIERNES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,SEPTIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,DOMINGO,17:00 A 17:59,ESTRELLAMIENTOS,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,RURAL,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,MARTES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,MARTES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,SEPTIEMBRE,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GUAYAQUIL,OCTUBRE,DOMINGO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,2,0,2
GUAYAS,GUAYAQUIL,OCTUBRE,VIERNES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,2,0,2
GUAYAS,GUAYAQUIL,OCTUBRE,VIERNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
GUAYAS,GUAYAQUIL,OCTUBRE,JUEVES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,OCTUBRE,SÁBADO,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,BALZAR,OCTUBRE,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
AZUAY,SANTA ISABEL,OCTUBRE,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,MAL REBASAMIENTO INVADIR CARRIL,RURAL,0,0,0
GUAYAS,MILAGRO,OCTUBRE,MIÉRCOLES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,2,0,2
GUAYAS,PEDRO CARBO,OCTUBRE,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
MANABÍ,JIPIJAPA,OCTUBRE,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,OTRAS CAUSAS,RURAL,3,0,3
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,JUEVES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,OCTUBRE,VIERNES,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
ESMERALDAS,ESMERALDAS,OCTUBRE,LUNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,1,1
BOLÍVAR,SAN MIGUEL,OCTUBRE,MARTES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,4,0,4
PICHINCHA,MEJIA,NOVIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
ORELLANA,ORELLANA,NOVIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
IMBABURA,COTACACHI,NOVIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
ESMERALDAS,RÍOVERDE,NOVIEMBRE,DOMINGO,17:00 A 17:59,OTROS,FACTORES CLIMÁTICOS,URBANA,2,0,2
GUAYAS,GUAYAQUIL,NOVIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,URBANA,2,0,2
GUAYAS,GUAYAQUIL,NOVIEMBRE,LUNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,1,0,1
GUAYAS,GUAYAQUIL,NOVIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
GUAYAS,GUAYAQUIL,NOVIEMBRE,MARTES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,GUAYAQUIL,NOVIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,NOVIEMBRE,JUEVES,17:00 A 17:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
GUAYAS,DAULE,NOVIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
SANTA ELENA,SALINAS,NOVIEMBRE,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
LOS RÍOS,BABAHOYO,NOVIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,SIMÓN BOLÍVAR,NOVIEMBRE,DOMINGO,17:00 A 17:59,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,RURAL,1,0,1
LOS RÍOS,BABAHOYO,NOVIEMBRE,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,1,1
GUAYAS,DURÁN,NOVIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GUAYAQUIL,NOVIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,JUEVES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,NOVIEMBRE,SÁBADO,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,DICIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,1,0,1
AZUAY,PAUTE,DICIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,MILAGRO,DICIEMBRE,MARTES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,2,0,2
AZUAY,CUENCA,DICIEMBRE,JUEVES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,DAULE,DICIEMBRE,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
GUAYAS,GENERAL  ANTONIO ELIZALDE,DICIEMBRE,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
GUAYAS,YAGUACHI,DICIEMBRE,DOMINGO,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
GUAYAS,GENERAL  ANTONIO ELIZALDE,DICIEMBRE,SÁBADO,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
GUAYAS,GUAYAQUIL,DICIEMBRE,DOMINGO,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,2,0,2
GUAYAS,GUAYAQUIL,DICIEMBRE,LUNES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,0,0,0
GUAYAS,GUAYAQUIL,DICIEMBRE,LUNES,17:00 A 17:59,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,URBANA,0,0,0
GUAYAS,GUAYAQUIL,DICIEMBRE,MIÉRCOLES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,VIERNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,RURAL,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,SÁBADO,17:00 A 17:59,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,URBANA,2,0,2
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,JUEVES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,VIERNES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,URBANA,1,0,1
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,1,0,1
MANABÍ,MANTA,DICIEMBRE,VIERNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,DICIEMBRE,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
CHIMBORAZO,RIOBAMBA,DICIEMBRE,MIÉRCOLES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CHIMBORAZO,RIOBAMBA,DICIEMBRE,MARTES,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
CARCHI,SAN PEDRO DE HUACA,MARZO,LUNES,17:00 A 17:59,CAÍDA DE PASAJEROS,FACTORES CLIMÁTICOS,URBANA,0,0,0
AZUAY,CUENCA,ABRIL,LUNES,17:00 A 17:59,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,URBANA,1,0,1
IMBABURA,IBARRA,AGOSTO,MIÉRCOLES,17:00 A 17:59,CHOQUES,EXCESO VELOCIDAD,URBANA,1,0,1
CARCHI,SAN PEDRO DE HUACA,SEPTIEMBRE,DOMINGO,17:00 A 17:59,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,RURAL,2,0,2
TUNGURAHUA,AMBATO,MAYO,SÁBADO,17:00 A 17:59,CHOQUES,EMBRIAGUEZ O DROGA,RURAL,2,0,2
TUNGURAHUA,AMBATO,DICIEMBRE,VIERNES,17:00 A 17:59,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,URBANA,1,0,1
IMBABURA,IBARRA,MARZO,JUEVES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
IMBABURA,IBARRA,MARZO,MIÉRCOLES,17:00 A 17:59,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,17:00 A 17:59,ATROPELLOS,EXCESO VELOCIDAD,URBANA,1,0,1
TUNGURAHUA,AMBATO,AGOSTO,LUNES,17:00 A 17:59,CAÍDA DE PASAJEROS,EXCESO VELOCIDAD,RURAL,1,0,1
GUAYAS,GUAYAQUIL,DICIEMBRE,JUEVES,17:00 A 17:59,VOLCAMIENTOS,EXCESO VELOCIDAD,URBANA,1,0,1
IMBABURA,IBARRA,MARZO,LUNES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
LOJA,LOJA,MARZO,JUEVES,17:00 A 17:59,ESTRELLAMIENTOS,EXCESO VELOCIDAD,URBANA,0,0,0
PICHINCHA,DISTRITO METROPOLITANO DE QUITO,ENERO,VIERNES,17:00 A 17:59,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
TUNGURAHUA,AMBATO,NOVIEMBRE,JUEVES,17:00 A 17:59,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,RURAL,0,1,1
IMBABURA,IBARRA,ENERO,MARTES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,URBANA,0,0,0
GUAYAS,EL EMPALME,ENERO,SÁBADO,17:00 A 17:59,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,4,0,4
ESMERALDAS,QUININDE,ENERO,JUEVES,17:00 A 17:59,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,RURAL,0,0,0
